SKU,Localised For,Title,Subtitle,Product Description,Additional Info,Group Picture URL,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Picture URL 11,Picture URL 12,Picture URL 13,Picture URL 14,Picture URL 15,Picture URL 16,Picture URL 17,Picture URL 18,Picture URL 19,Picture URL 20,Picture URL 21,Picture URL 22,Picture URL 23,Picture URL 24,UPC,ISBN,EAN,MPN,Brand,ePID,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19,Attribute Name 20,Attribute Value 20,Attribute Name 21,Attribute Value 21,Attribute Name 22,Attribute Value 22,Attribute Name 23,Attribute Value 23,Attribute Name 24,Attribute Value 24,Attribute Name 25,Attribute Value 25,Attribute Name 26,Attribute Value 26,Attribute Name 27,Attribute Value 27,Attribute Name 28,Attribute Value 28,Attribute Name 29,Attribute Value 29,Attribute Name 30,Attribute Value 30,Condition,Condition Description,Measurement System,Length,Width,Height,Weight Major,Weight Minor,Package Type,Total Ship To Home Quantity,Channel Id,Category,Shipping Policy,Payment Policy,Return Policy,List Price,Max Quantity Per Buyer,Strikethrough Price,Minimum Advertised Price,Minimum Advertised Price Handling,Store Category Name 1,Store Category Name 2,Sold Off eBay,Sold On eBay,Apply Tax,Tax Category,VAT Percent,Include eBay Product Details,Domestic Shipping P1 Cost,Domestic Shipping P1 Additional Cost,Domestic Shipping P1 Surcharge,Domestic Shipping P2 Cost,Domestic Shipping P2 Additional Cost,Domestic Shipping P2 Surcharge,Domestic Shipping P3 Cost,Domestic Shipping P3 Additional Cost,Domestic Shipping P3 Surcharge,Domestic Shipping P4 Cost,Domestic Shipping P4 Additional Cost,Domestic Shipping P4 Surcharge,International Shipping P1 Cost,International Shipping P1 Additional Cost,International Shipping P1 Surcharge,International Shipping P2 Cost,International Shipping P2 Additional Cost,International Shipping P2 Surcharge,International Shipping P3 Cost,International Shipping P3 Additional Cost,International Shipping P3 Surcharge,International Shipping P4 Cost,International Shipping P4 Additional Cost,International Shipping P4 Surcharge,International Shipping P5 Cost,International Shipping P5 Additional Cost,International Shipping P5 Surcharge,Template Name,Custom Fields,Eligible For eBay Plus,
"SKU-8581934036","de_DE","Elring Zylinderkopfschraubensatz Zylinderkopf für VW Touran 057.240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Original/Reproduktion",,"Material","Stahl","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5660339205","de_DE","Enders Holzkohlegrill Mason XL Schwarz Stahl NEU großer Grillfläche Ablagen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Herdplatten",,"Anzahl der Roste",,"Breite des Kochbereichs",,"Länge des Kochbereichs",,"Höhe",,"Größe der Grillfläche",,"Tiefe",,"Breite",,"Herstellungsjahr",,"Steuerung",,"Gewicht",,"Montage erforderlich",,"Herstellergarantie",,"Herstellernummer",,"Finish",,"Anzahl der Einheiten",,"Maßeinheit",,"BTU",,"Benötigte Werkzeug",,"Maximale Temperatur",,"Marke","Enders","Produktart","Holzkohlegrill","Brennstoffart",,"Material","Stahl","Grillplattenmaterial","Stahl","Besonderheiten",,"Modell","Mason XL","Farbe","Schwarz","Im Lieferumfang enthalten",,"Ursprungsland",,,,,,,,,,,,,151621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2804135383","de_DE","ERZEKRIM Ferritkern Set für RFI/EMI Entstörung & klare Signale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Markenkompatibilität",,"Marke","ERZEKRIM","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4715041854","de_DE","ESPRIT Bettwäsche-Set CHILL Streifen Blau 155x220 cm Baumwolle Renforcé OEKO-TEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Teile",,"Thema",,"Abteilung",,"Charakter Familie",,"Charakter",,"Stil",,"Besonderheiten",,"Länge",,"Breite",,"Form",,"Saison",,"Herstellergarantie",,"Gütesiegel & Kennzeichnungen",,"Fadenzahl",,"Pflegeanleitung",,"Personalisieren",,"Anzahl der Einheiten",,"GSM (Gramm pro Quadratmeter)",,"Maßeinheit",,"Produktlinie",,"Überhang",,"Anleitung für Personalisierung",,"Material","100% Baumwolle Renforcé","Marke","Esprit","Futtermaterial","Baumwolle","Farbe","Blau","Füllmaterial","Baumwolle","Produktart","Bettwäsche-Set","Muster","Streifen","Ursprungsland",,,,,,,,,,,,,37644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2902386366","de_DE","EURO DRIVELINE Antriebswelle Vorderachse links für VW Lupo, Polo, Scirocco W135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maßeinheit",,"Oldtimer-Teil",,"Oberflächenbeschaffenheit",,"Tuning- & Styling-Teil",,"Personalisieren",,"Universelle Kompatibilität",,"Herstellergarantie",,"OE/OEM Referenznummer(n)",,"Anzahl der Einheiten",,"Anleitung für Personalisierung",,"Vergleichsnummer",,"Hersteller","Euro Driveline","Einbauposition","Links","Ursprungsland",,"Herstellernummer","W135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8404970287","de_DE","Eurofirany Logan Verdunkelungsvorhang, 270x135 cm, Grau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franchise",,"Set enthält",,"Kleidungsart",,"Anzahl der Teile",,"Tierart",,"Kollektion",,"Kleidungsstil",,"Verkaufseinheit",,"Original/Lizenzierte Reproduktion",,"Anlass",,"Antik",,"Charakter",,"Herstellungszeitraum",,"Kompatible Bärengröße",,"Vintage",,"Altersempfehlung",,"Anzahl der Einheiten",,"Gewicht",,"Handgefertigt",,"Herstellernummer",,"Herstellungsjahr",,"Höhe",,"Künstler",,"Maßeinheit",,"Personalisiert",,"Produktart","Verdunkelungsvorhang","Farbe","Grau","Marke","Eurofirany","Thema",,"Ursprungsland",,,,,,,,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6068074259","de_DE","europet bernina Trinkbrunnen: Frisches & gefiltertes Wasser für Haustiere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl Näpfe",,"Smart Home Kommunikationsprotokoll",,"Personalisieren",,"Smart Home Kompatibilität",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Maßeinheit",,"Produktart",,"Material","Kunststoff","Marke","europet bernina","Farbe","Weiß, Blau","Herstellernummer","603-413104","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7569423484","de_DE","EUROPLAST Revisionsklappe Metall 180x230mm Weiß NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Geeignet für",,"Besonderheiten",,"Marke",,"Tiefe",,"Breite",,"Breite (innen)",,"Gewicht",,"Höhe",,"Höhe (innen)",,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Produktart","Revisionsklappe","Material","Metall","Rahmenmaterial","Metall","Farbe","Weiß","Form","Rechteckig","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4949389854","de_DE","evoTrek Loop Fahrradabschleppsystem für entspannte Familienausflüge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Sitze",,"Reifengröße",,"Vintage",,"Maximale Belastbarkeit",,"Herstellergarantie",,"Herstellernummer",,"Höhe",,"Breite",,"Länge",,"Gewicht",,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","evoTrek","Produktart","Fahrradabschleppsystem","Modell","Loop","Besonderheiten","Werkzeuglose Montage, Gummiseil, Kompakt","Material","Aluminium, Gummi, Nylon","Farbe","Schwarz","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4919757592","de_DE","Fashion Herren Flanellhemd: Kariert, Weich & Komfortabel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charakter",,"Thema",,"Jahreszeit",,"Kragenart",,"Akzente",,"Ausschnitt",,"Produktlinie",,"Verschluss",,"Größenkategorie",,"Brustumfang",,"Modell",,"Textilpflege",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellernummer",,"Marke","Clockhouse Fashion","Abteilung","Herren","Größe","L","Ärmellänge","Langarm","Farbe","Blau","Material","Baumwolle","Muster","Kariert","Gewebeart","Flanell","Passform","Regular","Besonderheiten",,"Anlass","Freizeit","Ursprungsland",,"Produktart","Geknöpftes Hemd","Vintage","Nein","Personalisieren","Nein",,,,,,,,,,,,57990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9612106646","de_DE","FDS GmbH Wandgarderobe HW65983WH Weiß Holz, Metall NEU Gr. ca. 31.5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produkttyp",,"Anzahl der Einheiten",,"Maßeinheit",,"Farbe","Weiß","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1609202291","de_DE","FEBI Bilstein Ölfilter 32103 65mm für Peugeot, Citroën, Ford, Opel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oldtimer-Teil",,"Tuning- & Styling-Teil",,"Universelle Kompatibilität",,"Herstellergarantie",,"Material",,"Dichtungsmaterial",,"Gewindedurchmesser",,"Gütesiegel & Kennzeichnungen",,"Breite",,"Durchmesser",,"Länge",,"Montageart",,"Oberflächenbeschaffenheit",,"Vergleichsnummer",,"Einbauposition",,"Hersteller","febi bilstein","Produktart","Ölfilter","Im Lieferumfang enthalten","1x Ölfilter","Ursprungsland","Deutschland","Besonderheiten",,"Herstellernummer","32103","OE/OEM Referenznummer(n)","9818914980","Höhe","69",,,,,,,,,,,,,,,,,,,,,,,,,,33661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3756924465","de_DE","FEDOUR Heizstab HP-608 50W mit Temperaturregler für Süß- & Meerwasser 20-34°",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Produktart","Heizstab","Marke","Happet","Aquarienkapazität","50 L","Energieverbrauch","50 W","Herstellernummer","G050","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3166809997","de_DE","FIRE+ICE Herren Wintersporthose SCOTT3-T Schwarz Gr. M Wasserdicht Atmungsaktiv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marke","FIRE+ICE","Farbe","Schwarz","Geschlecht","Herren","Größe","M","Material","100% Polyester (recycelt)","Ursprungsland","Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4747629782","de_DE","Fitbit Fitness-Tracker GA05184-EU gps Coral Champagne Gold NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sprache",,"Bildschirmauflösung",,"Bildschirmgröße",,"Herstellergarantie",,"Messsystem",,"Anzahl der Einheiten",,"Anzahl der Teile",,"Indoor/Outdoor",,"Maßeinheit",,"Marke","Fitbit","Sportart/Aktivität","Laufen & Joggen","Modell","Fitbit Charge 6","Besonderheiten","GPS","Farbe","Orange","Für Betriebssysteme","Android","Abteilung","Unisex Erwachsene","Produktart","Activity Tracker","Sensoren","Optisches Bio-Tracking,GPS","Stromquelle","Batterien","Material","Silikon,Aluminium","Akkulaufzeit","Bis zu 7 Tagen","Verfügbare Messungen","Herzfrequenz,Kalorien","Ursprungsland",,"Körperbereich","Hand","Breite","18,5 cm","Gewicht","0,157 kg","Herstellernummer","GA05184-EU","Größe","S, L","Höhe","1,17 cm","Länge","38,6 cm",,,,,,,,,,,,179798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4802639881","de_DE","FITGRIFF Gewichthebergürtel: Maximale Stabilität & optimaler Rückenschutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abteilung",,"Sportart/Aktivität",,"Herstellernummer",,"Breite",,"Gewicht",,"Anzahl der Einheiten",,"Maßeinheit",,"Anzahl der Teile",,"Durchmesser",,"Höhe",,"Länge",,"Set enthält",,"Produktart","Gewichthebergürtel","Material","Leder","Marke","FITGRIFF","Farbe","Schwarz","Besonderheiten","Rückenstütze, Stabilität","Modell","Classic Leather Belt","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7702312083","de_DE","Flamingo Nevada Cottage Vogelvoliere grau, wetterfest, 8 Sitzstangen, 2 Türen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altersempfehlung",,"Marke","Flamingo","Herstellernummer","110088","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9182883969","de_DE","FLENNOR Radlagersatz Vorderachse für Mercedes-Benz W140 C140 FR490971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Radbolzen",,"Im Lieferumfang enthalten",,"Antiblockiersystem",,"Oldtimer-Teil",,"Material",,"Herstellergarantie",,"Tuning- & Styling-Teil",,"Universelle Kompatibilität",,"Flanschform",,"Oberflächenbeschaffenheit",,"Lochkreis",,"Bohrungsdurchmesser",,"Breite",,"Durchmesser (außen)",,"Durchmesser (innen)",,"Flanschdurchmesser",,"Flanscheinpresstiefe",,"Gewicht",,"Nabenführungsdurchmesser",,"Radbolzengröße",,"Vergleichsnummer",,"Zentrierdurchmesser",,"Produktart","Radlagersatz","Hersteller","Flennor","Einbauposition",,"Ursprungsland",,"Herstellernummer","FR490971","OE/OEM Referenznummer(n)","1403300051",,,,,,,,,,,,,,,,170141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2064038107","de_DE","FNTCASE Schutzhülle für Apple iPhone 16 Pro Grau Stoßfest MagSafe-kompatibel NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charakter",,"Version",,"Modellkompatibilität",,"Design/Oberfläche",,"Charakter Familie",,"Thema",,"Kabelloser Ladestandard",,"Personalisieren",,"Herstellernummer",,"Gewicht",,"Herstellergarantie",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Breite",,"Höhe",,"Länge",,"Maßeinheit",,"Marke","FNTCASE","Material",,"Produktart","Schutzhülle","Farbe","Grau","Inbegriffene Artikel","Schutzhülle","Markenkompatibilität","Für Apple","Besonderheiten",,"Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,20349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4401248629","de_DE","Fries GmbH Deutschland Fan Schal – Zeigen Sie Ihre Unterstützung stilvoll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Team",,"Marke",,"Modell",,"Herstellernummer",,"Produktart","Schal","Farbe","Schwarz, Rot, Gold","Ursprungsland","Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6835511556","de_DE","Funny Fashion Kostüm Gr. EU 44-46 Damen 100% Polyester Beige NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Größenkategorie",,"Besonderheiten",,"Herstellernummer",,"Thema","Dschungel","Stil","Safari","Größe","EU 44-46","Farbe","Beige","Marke","Funny Fashion","Material","100% Polyester","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8151275535","de_DE","FUVSHU Matratzenstaubsauger – UV-Milbenkiller für tiefenreine Betten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mit/Ohne Beutel",,"Filter",,"Anschlussart",,"Leistung",,"Farbe",,"Enthaltenes Zubehör",,"Spannung",,"Laufzeit",,"Smart Home Kommunikationsprotokoll",,"Kapazität",,"Ladezeit",,"Smart Home Kompatibilität",,"Herstellergarantie",,"Herstellernummer",,"Schutzplan",,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","FUVSHU","Produktart","Kompakt","Modell","BT-Y02","Besonderheiten","Kompakt","Ursprungsland",,"Gewicht","2",,,,,,,,,,,,,,,,,,,,,,,,,,20614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1000000007","de_DE","GANT Herren Hemd Capri Blau Gr. L Popeline 2423000714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Farbe","Capri Blau","Marke","GANT","Größe","L","Geschlecht","Herren","Material","Popeline","Ursprungsland",,"Maßeinheit","L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2629282795","de_DE","Glosen Schubladenbox mit 7 Schubladen Silber H31,5x B35x T29,8cm Stahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Besonderheiten",,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Anzahl der Fächer",,"Produktart","Schubladenbox","Marke","Glosen","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2611077541","de_DE","Glossyautoparts Nockenwelle Motor für EBY-1000335-1342 OE 1342M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oberflächenbeschaffenheit",,"Anzahl der Einheiten",,"OE/OEM Referenznummer(n)",,"Vergleichsnummer",,"Hersteller","Glossyautoparts","Tuning- & Styling-Teil","Nein","Oldtimer-Teil","Nein","Universelle Kompatibilität","Nein","Herstellernummer","EBY-1000335-1342","Herstellergarantie","1 Jahr","Ursprungsland","China","Maßeinheit","Einheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5599844775","de_DE","Goffii Montessori Lernspielzeug 230404041 Unisex Holz Mehrfarbig NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altersempfehlung",,"Lerninhalt",,"Herstellernummer",,"Marke","Goffii","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3704607179","de_DE","Goki Murmelbahn Klangkaskade Holzspielzeug Soundeffekte ab 3 Jahre Neu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marke","Goki","Altersempfehlung","Ab 3 Jahre","Herstellernummer","4013594537810","Ursprungsland","Deutschland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5764056320","de_DE","good morning Flanell Bettwäsche BERNARDUS Kariert Sand 155x220cm Baumwolle NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thema",,"Abteilung",,"Charakter Familie",,"Charakter",,"Stil",,"Länge",,"Breite",,"Form",,"Saison",,"Herstellergarantie",,"Gütesiegel & Kennzeichnungen",,"Fadenzahl",,"Personalisieren",,"Herstellernummer",,"Anzahl der Einheiten",,"GSM (Gramm pro Quadratmeter)",,"Maßeinheit",,"Modell",,"Produktlinie",,"Überhang",,"Anleitung für Personalisierung",,"Material","100% Baumwolle,Baumwollflanell","Marke","Good Morning","Anzahl der Teile","2","Futtermaterial","Baumwolle","Farbe","Beige","Füllmaterial","100% Baumwolle","Produktart","Bettwäsche-Set","Muster","Kariert","Ursprungsland","Pakistan",,,,,,,,,,,,37644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7909541265","de_DE","Grana Home Bratpfanne Classic Line 24 cm Antihaft Edelstahl Schwarz Neu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tiefe",,"Modell",,"Herstellernummer",,"Anzahl der Teile",,"Hitzebeständigkeit",,"Gewicht",,"Herstellergarantie",,"Anzahl der Einheiten",,"Maßeinheit",,"Marke","GAS","Produktart","Bratpfanne","Durchmesser","24 cm","Set enthält","1x Bratpfanne","Material","Aluminium,Edelstahl","Breite","24 cm","Höhe","24 cm","Länge","24 cm","Oberflächenbeschichtung","Edelstahl","Geeigneter Herdtyp","Induktion,Gas,Elektrisch","Ofenart","Elektrisch","Besonderheiten","Elektrisch","Form","Rund","Farbe","Schwarz","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,98845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1186485817","de_DE","GROHE BauLoop Einhand-Waschtischarmatur M-Size Chrom EcoJoy 23762000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Armaturgriffe",,"Anzahl der Armaturlöcher",,"Anzahl pro Packung",,"Form",,"Zimmer",,"Griffart",,"Produktlinie",,"Stil",,"Breite",,"Herstellergarantie",,"Abstand der Armaturanschlüsse",,"Geeignet für",,"Installationsart",,"Länge",,"Auslaufhöhe",,"Gewicht",,"Gütesiegel & Kennzeichnungen",,"Anzahl der Einheiten",,"Im Lieferumfang enthalten",,"Maßeinheit",,"Montage erforderlich",,"Marke","GROHE","Hersteller","GROHE","Material","Messing","Farbe","Chrom","Finish","Messing","Produktart","Einhand-Waschtischarmatur","Besonderheiten","Zugstangen-Ablaufgarnitur","Ursprungsland",,"Höhe","17",,,,,,,,,,,,260557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3849647644","de_DE","GYMFORM AB Booster Plus - Klappbarer Ganzkörpertrainer für Fitness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Programme",,"Anzahl der Benutzerprofile",,"Programme",,"Modelljahr",,"Herstellergarantie",,"Anzahl der Einheiten",,"Anzahl der Teile",,"Maximale Schrittlänge",,"Maßeinheit",,"Vintage",,"Marke","GYM FORM","Benutzerhöchstgewicht","120","Besonderheiten","Klappbar, Höhenverstellbar, Rutschfest, Verstellbar","Verwendungsbereich","Für den Heimgebrauch","Widerstandsart","Einstellbar","Produktart","Ergometer & Heimtrainer","Farbe","Schwarz, Grün","Sportart/Aktivität","Fitnessstudio & Training","Herstellernummer","VDPGYCIND0056","Modell","AB Booster Plus","Breite","80","Gewicht","9.00 kg","Material","Stahl, PVC","Verfügbare Messungen","Wiederholungen, Trainingszeit, Kalorienverbrauch","Länge","41","Höhe","112","Ursprungsland",,"Set enthält","1x Gymform® Ab Booster PLUS, 1x Gebrauchsanleitung,1x Trainingsanleitung, 1x Diätplan",,,,,,,,,,,,,,,,72602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4303462818","de_DE","GYS Rutil Elektrode 252 Herst.-Nr. 186005, Ø2,5mm, 4,6kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Material",,"Länge",,"Anzahl der Einheiten",,"Produktart","Lichtbogenschweißdraht","Marke","GYS","AWS-Klassifizierung","E6013","Herstellernummer","186005","Geeignet für","WIG/TIG-Schweißgeräte","Maßeinheit","kg","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7049665224","de_DE","H&M Damen Strickjacke Hellblau Eleganter Komfort für vielseitige Outfits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charakter",,"Thema",,"Akzente",,"Charakter Familie",,"Vintage",,"Personalisieren",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Herstellernummer",,"Maßeinheit",,"Stil","Strickjacke","Abteilung","Damen","Produktart","Pullover","Größe","XL","Marke","H&M","Material","Materialmix","Farbe","Blau","Gewebeart","Strick","Ausschnitt","Rundhalsausschnitt","Strickart","Feinstrick","Jahreszeit","Alle Jahreszeiten","Besonderheiten","Atmungsaktiv","Muster","Uni","Ärmellänge","Langarm","Ursprungsland",,"Anlass","Business,Freizeit","Passform","Regular","Größenkategorie","Normalgröße","Textilpflege","Maschinenwäsche","Ärmelart","Langarm",,,,,,,,,,,,63866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
